,SLNO,Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Location,Age,Status
6313,8212,3257632,No,43,90,E1,44.23,25.0,-13.33,No,No,Male,Direct,3,CSMP,Chennai,27,1
3914,5270,2565599,Yes,2,30,E1,50.0,-13.33,-42.22,No,No,Male,Direct,1,INFRA,Noida,25,1
3770,5081,2556150,No,3,60,E1,82.93,82.93,0.0,No,No,Male,Direct,3,ETS,Bangalore,26,1
2074,3015,2357429,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
1886,2792,2347830,No,4,30,E2,30.77,22.47,-6.34,No,No,Male,Direct,6,INFRA,Noida,32,1
8079,10555,3458529,Yes,4,30,E1,33.33,55.56,16.67,No,No,Male,Agency,3,BFSI,Hyderabad,34,1
2911,4036,2430750,No,34,30,E1,59.33,59.33,0.0,No,No,Male,Direct,3,BFSI,Chennai,27,1
7365,9527,3351642,Yes,6,60,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,5,EAS,Hyderabad,34,1
5125,6777,2859620,No,40,30,E1,42.86,30.95,-8.33,No,No,Male,Direct,3,AXON,Chennai,27,1
4083,5478,2590152,Yes,101,90,E1,44.51,15.61,-20.0,No,No,Male,Agency,3,ERS,Bangalore,25,1
8473,11263,3577122,Yes,7,30,E2,44.44,37.78,-4.62,No,No,Male,Direct,3,INFRA,Mumbai,34,1
7426,9603,3355734,Yes,58,30,E1,60.0,60.0,0.0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
1311,1739,2244070,Yes,23,60,E2,26.92,23.08,-3.03,No,No,Male,Direct,7,EAS,Noida,31,1
7147,9245,3328230,Yes,17,45,E1,50.79,53.97,2.11,No,No,Male,Agency,6,AXON,Bangalore,34,1
4858,6440,2824258,No,6,60,E1,34.75,27.66,-5.26,No,No,Male,Direct,6,BFSI,Chennai,29,1
6788,8789,3294249,Yes,5,45,E1,0.0,0.0,0.0,Yes,No,Male,Agency,2,ERS,Chennai,25,1
2760,3858,2417100,Yes,97,90,E1,17.65,17.65,0.0,No,No,Male,Agency,3,BFSI,Bangalore,26,1
3308,4525,2468735,Yes,116,30,E2,47.37,36.84,-7.14,No,No,Male,Agency,10,ERS,Chennai,32,1
6064,7923,3245961,Yes,98,90,E1,44.33,40.21,-2.86,No,No,Male,Direct,4,AXON,Bangalore,28,1
4448,5910,2618228,Yes,7,30,E2,18.85,14.75,-3.45,Yes,No,Male,Direct,9,ETS,Bangalore,39,1
2588,3631,2395448,No,0,30,E2,65.71,65.71,0.0,No,No,Male,Employee Referral,4,INFRA,Noida,26,1
2074,3015,2357429,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,24,1
1955,2878,2351989,No,116,30,E1,58.73,41.09,-11.11,No,No,Male,Agency,5,BFSI,Bangalore,30,1
4338,5786,2609715,No,70,30,E1,62.5,37.5,-15.38,No,No,Male,Direct,3,BFSI,Bangalore,26,1
2412,3392,2372649,No,102,30,E1,48.81,33.93,-10.0,No,No,Male,Agency,3,BFSI,Bangalore,29,1
58,71,2287263,Yes,69,75,E2,57.14,46.43,-6.82,No,No,Male,Employee Referral,6,ETS,Bangalore,29,1
2363,3336,2372079,Yes,14,30,E1,57.14,57.14,0.0,No,No,Female,Direct,3,ETS,Bangalore,26,1
5693,7469,3203870,Yes,34,30,E1,78.04,78.04,0.0,No,No,Male,Agency,3,ERS,Chennai,28,1
7081,9153,3321739,No,5,60,E1,52.63,44.74,-5.17,No,No,Male,Direct,3,BFSI,Bangalore,26,1
2998,4152,2441001,No,2,60,E1,37.42,5.71,-23.08,No,No,Male,Agency,3,ERS,Hyderabad,28,1
4853,6431,2824100,No,2,60,E2,33.33,18.18,-11.36,No,No,Male,Agency,7,ERS,Hyderabad,29,1
468,617,2134039,Yes,7,30,E1,2.04,42.86,40.0,No,No,Male,Direct,2,INFRA,Noida,33,1
1557,2284,2284852,No,1,45,E2,94.44,100.0,2.86,No,No,Male,Direct,4,INFRA,Chennai,25,1
5407,7121,3040221,No,6,90,E1,22.95,22.95,0.0,No,No,Male,Agency,4,BFSI,Chennai,29,1
4252,5686,2604262,No,0,30,E2,47.06,39.41,-5.2,No,No,Male,Direct,3,INFRA,Chennai,25,1
389,513,2115986,No,6,45,E1,69.77,69.77,0.0,Yes,No,Male,Employee Referral,3,ETS,Bangalore,26,1
6250,8138,3254214,No,8,60,E1,27.27,18.18,-7.14,No,No,Male,Employee Referral,5,ERS,Bangalore,30,1
5687,7463,3200641,Yes,6,30,E2,33.33,83.33,37.5,No,No,Male,Direct,6,INFRA,Chennai,27,1
2082,3023,2357437,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
2442,3429,2378043,Yes,7,30,E2,14.29,4.76,-8.33,No,No,Male,Agency,6,BFSI,Bangalore,31,1
7447,9634,3356239,No,8,30,E1,40.0,30.0,-7.14,No,No,Female,Agency,3,BFSI,Bangalore,34,1
4041,5430,2586598,No,11,30,E1,15.79,-7.89,-20.45,No,No,Male,Agency,3,BFSI,Chennai,29,1
1992,2923,2355458,No,5,30,E1,95.65,63.04,-16.67,No,No,Male,Direct,3,ERS,Bangalore,25,1
3618,4897,2534617,No,74,30,E1,39.17,31.21,-5.71,No,No,Male,Agency,4,ERS,Chennai,28,1
5623,7380,3187309,No,68,30,E1,84.29,73.08,-6.09,No,No,Male,Direct,3,ERS,Chennai,26,1
8419,11164,3537676,Yes,2,45,E1,20.0,30.0,8.33,No,No,Male,Agency,3,ERS,Chennai,34,1
7175,9283,3332937,Yes,0,60,E1,78.12,46.31,-17.86,Yes,No,Male,Agency,3,ERS,Chennai,34,1
2762,3861,2417145,Yes,115,60,E1,62.5,31.25,-19.23,Yes,No,Male,Agency,3,ERS,Chennai,25,1
4946,6546,2831577,No,20,30,E1,51.58,51.58,0.0,No,No,Male,Direct,7,BFSI,Chennai,34,1
2754,3851,2417016,No,3,30,E1,42.86,42.86,0.0,No,No,Male,Agency,3,ERS,Hyderabad,26,1
7588,9831,3380028,No,25,60,E1,49.25,32.84,-11.0,No,No,Male,Agency,3,CSMP,Noida,34,1
4183,5595,2594940,Yes,3,30,E1,29.31,25.86,-2.67,No,No,Male,Direct,4,ETS,Bangalore,27,1
3027,4185,2441302,Yes,7,60,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,ERS,Chennai,25,1
2318,3284,2368388,Yes,29,90,E1,52.17,31.52,-13.57,No,No,Male,Employee Referral,4,BFSI,Bangalore,27,1
5492,7220,3045908,No,2,90,E2,26.32,18.42,-6.25,No,No,Male,Direct,8,ETS,Chennai,34,1
6506,8442,3270874,Yes,98,90,E1,27.91,27.91,0.0,No,No,Male,Agency,2,ERS,Bangalore,26,1
6566,8520,3277953,Yes,2,60,E1,64.56,10.13,-33.08,No,No,Male,Agency,2,ERS,Chennai,25,1
5080,6719,2851104,Yes,8,60,E2,30.43,21.74,-6.67,No,No,Male,Direct,9,EAS,Chennai,32,1
4138,5542,2593882,Yes,6,30,E2,30.0,30.0,0.0,No,No,Male,Direct,4,ETS,Mumbai,34,1
4221,5647,2598623,No,4,30,E1,59.57,53.19,-4.0,No,No,Female,Direct,3,ETS,Chennai,26,1
5910,7732,3229374,No,26,60,E1,57.89,44.74,-8.33,No,No,Male,Employee Referral,3,ERS,Bangalore,30,1
1239,1652,2227033,Yes,3,45,E2,51.79,51.79,0.0,No,No,Female,Direct,5,EAS,Chennai,28,1
4005,5385,2579017,Yes,19,60,E1,45.45,34.91,-7.25,No,No,Male,Direct,5,AXON,Kolkata,34,1
5870,7688,3225707,No,9,90,E1,52.38,46.67,-3.75,No,No,Female,Agency,3,CSMP,Noida,27,1
5776,7570,3215632,Yes,26,30,E1,61.76,76.47,9.09,No,No,Male,Agency,3,ERS,Bangalore,29,1
6038,7891,3243052,No,87,90,E2,66.67,41.67,-15.0,No,No,Male,Direct,5,AXON,Kolkata,28,1
7272,9400,3342048,No,28,45,E1,41.51,32.08,-6.67,No,No,Male,Direct,4,ETS,Chennai,34,1
2142,3094,2364191,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,1
5531,7266,3046348,No,19,30,E1,73.33,48.33,-14.42,No,No,Male,Employee Referral,3,ERS,Bangalore,29,1
6906,8933,3300980,Yes,3,60,E1,50.0,50.0,0.0,No,No,Male,Direct,3,Healthcare,Chennai,25,1
7985,10413,3443580,No,39,30,E1,49.77,45.16,-3.08,No,No,Male,Direct,4,ERS,Chennai,34,1
7709,9978,3383911,Yes,29,60,E1,111.27,111.27,0.0,No,No,Male,Direct,3,ETS,Bangalore,34,1
2325,3291,2368484,Yes,0,90,E2,44.44,-11.11,-38.46,No,No,Male,Agency,3,INFRA,Chennai,25,1
6710,8689,3287746,Yes,4,45,E1,33.33,0.0,-25.0,No,No,Male,Agency,2,ERS,Noida,25,1
2751,3848,2417007,Yes,46,60,E1,66.67,44.44,-13.33,No,No,Female,Agency,3,ERS,Chennai,27,1
2993,4146,2440992,No,2,60,E2,15.47,7.39,-7.0,No,No,Male,Agency,6,ERS,Hyderabad,29,1
6989,9035,3311575,No,72,30,E1,91.39,55.5,-18.75,No,No,Male,Agency,3,ERS,Bangalore,25,1
8639,11637,3622033,No,0,30,E1,26.98,26.98,0.0,Yes,No,Male,Direct,5,ETS,Noida,34,1
5059,6691,2850404,Yes,43,30,E2,36.84,26.32,-7.69,No,No,Male,Direct,8,BFSI,Bangalore,38,1
2885,4009,2424492,No,22,30,E1,100.0,73.33,-13.33,No,No,Male,Direct,5,BFSI,Chennai,32,1
3962,5333,2576091,No,66,90,E2,42.86,28.57,-10.0,No,No,Female,Direct,7,BFSI,Bangalore,30,1
2025,2959,2356944,No,4,60,E1,55.56,105.56,32.14,No,No,Female,Agency,3,ERS,Hyderabad,28,1
2318,3284,2368388,Yes,29,90,E1,52.17,31.52,-13.57,No,No,Male,Employee Referral,4,BFSI,Bangalore,27,1
3853,5191,2561172,No,6,90,E1,53.51,42.54,-7.14,No,No,Male,Agency,3,ERS,Bangalore,27,1
8075,10550,3458449,No,10,45,E1,1.14,1.14,0.0,No,No,Male,Direct,2,CSMP,Noida,34,1
5656,7425,3199733,No,8,30,E2,33.33,25.49,-5.88,No,No,Male,Agency,9,ERS,Chennai,33,1
8617,11595,3617787,No,1,0,E1,50.0,37.5,-8.33,No,No,Male,Employee Referral,2,INFRA,Chennai,34,1
7070,9142,3321660,No,4,60,E1,43.75,43.75,0.0,No,No,Male,Agency,3,BFSI,Chennai,29,1
1570,2307,2285381,No,21,45,E1,54.76,42.86,-7.69,No,No,Male,Direct,3,ERS,Chennai,34,1
1264,1683,2231493,No,49,30,E1,12.9,-11.29,-21.43,No,No,Male,Employee Referral,4,Healthcare,Noida,28,1
1307,1732,2242358,Yes,10,75,E1,33.33,71.11,28.33,No,No,Male,Employee Referral,4,ERS,Noida,32,1
1066,1357,2217261,No,2,60,E2,2.71,-22.97,-25.0,No,No,Male,Direct,7,ERS,Noida,35,1
6313,8212,3257632,No,43,90,E1,44.23,25.0,-13.33,No,No,Male,Direct,3,CSMP,Chennai,27,1
7086,9161,3321773,No,46,30,E1,42.12,42.12,0.0,No,No,Male,Agency,4,BFSI,Chennai,29,1
8018,10462,3452140,No,5,30,E1,48.65,18.92,-20.0,No,No,Male,Agency,3,BFSI,Chennai,34,1
8293,10931,3506541,Yes,11,0,E1,50.0,-2.5,-35.0,No,No,Male,Agency,1,INFRA,Noida,34,1
6542,8487,3274557,No,8,90,E1,25.0,25.0,0.0,Yes,No,Male,Agency,3,BFSI,Gurgaon,26,1
1163,1494,2222862,Yes,11,30,E1,100.0,80.0,-10.0,No,No,Male,Employee Referral,5,EAS,Chennai,28,1
4808,6378,2819750,Yes,4,60,E1,40.0,40.0,0.0,No,No,Male,Direct,4,EAS,Hyderabad,27,1
348,449,3544532,No,6,0,E1,37.61,44.5,5.0,Yes,No,Male,Agency,3,ERS,Chennai,27,1
2077,3018,2357432,No,4,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
5579,7320,3051107,Yes,7,90,E1,25.0,25.69,0.56,No,No,Male,Direct,6,EAS,Bangalore,31,1
1352,1803,2280811,Yes,58,90,E2,32.08,15.09,-12.86,No,No,Female,Direct,7,AXON,Bangalore,30,1
6411,8332,3263575,Yes,94,45,E1,30.0,30.0,0.0,No,No,Male,Agency,4,CSMP,Bangalore,28,1
4529,6019,2779196,Yes,4,60,E1,27.91,22.09,-4.55,No,No,Male,Direct,3,ERS,Chennai,27,1
1101,1400,2219362,No,6,75,E2,27.27,4.55,-17.86,No,No,Male,Employee Referral,12,ERS,Chennai,34,1
2863,3981,2424061,Yes,28,60,E1,25.0,51.01,20.81,No,No,Male,Direct,3,BFSI,Bangalore,27,1
7666,9919,3382297,No,2,30,E1,24.44,24.44,0.0,No,No,Male,Direct,4,BFSI,Bangalore,34,1
2791,3894,2419923,Yes,37,30,E1,59.18,59.18,0.0,No,No,Male,Agency,4,ETS,Chennai,35,1
4181,5593,2594817,No,18,90,E1,48.57,44.57,-2.69,No,No,Male,Direct,4,ERS,Chennai,29,1
2412,3392,2372649,No,102,30,E1,48.81,33.93,-10.0,No,No,Male,Agency,3,BFSI,Bangalore,29,1
5627,7385,3187385,Yes,4,30,E2,0.0,0.0,0.0,No,No,Male,Employee Referral,5,EAS,Chennai,37,1
7514,9735,3374050,No,2,90,E2,56.31,36.77,-12.5,No,No,Male,Employee Referral,6,ERS,Bangalore,34,1
7809,10152,3412195,Yes,46,30,E2,51.52,31.31,-13.33,Yes,No,Male,Agency,7,AXON,Noida,34,1
4278,5717,2604755,No,28,30,E1,16.0,16.0,0.0,No,No,Female,Direct,3,CSMP,Noida,27,1
2686,3769,2407687,No,11,60,E1,11.86,18.57,6.0,No,No,Male,Direct,3,CSMP,Chennai,25,1
1868,2767,2345008,No,124,60,E1,26.23,26.23,0.0,No,No,Female,Direct,6,CSMP,Noida,31,1
6900,8927,3300927,No,50,60,E1,44.58,39.76,-3.33,No,No,Male,Direct,4,Healthcare,Chennai,27,1
8173,10701,3476210,No,43,60,E2,21.74,30.43,7.14,No,No,Male,Direct,4,INFRA,Chennai,34,1
6939,8975,3304657,Yes,8,30,E2,12.9,3.23,-8.57,No,No,Male,Direct,11,EAS,Chennai,36,1
6916,8943,3304055,Yes,72,60,E1,43.94,43.94,0.0,No,No,Male,Direct,4,BFSI,Chennai,26,1
8989,12309,3822084,No,0,30,E1,50.0,50.0,0.0,No,No,Female,Agency,4,INFRA,Chennai,34,1
5369,7075,3034879,Yes,64,30,E2,30.0,24.0,-4.62,No,No,Male,Direct,3,INFRA,Bangalore,27,1
1660,2497,2301590,No,0,60,E1,38.3,38.3,0.0,No,No,Male,Direct,4,ERS,Chennai,27,1
6156,8033,3250458,No,4,60,E1,62.72,62.72,0.0,No,No,Male,Agency,3,BFSI,Bangalore,26,1
3578,4843,2485590,No,3,45,E1,32.56,32.56,0.0,No,No,Male,Agency,4,CSMP,Kolkata,30,1
2172,3124,2364313,No,3,30,E1,35.39,35.39,0.0,No,No,Female,Direct,1,INFRA,Chennai,24,1
6052,7909,3245820,Yes,96,90,E2,35.29,35.29,0.0,Yes,No,Male,Direct,7,AXON,Noida,31,1
1028,1318,2214746,Yes,61,90,E2,57.3,39.33,-11.43,Yes,No,Male,Direct,8,ERS,Chennai,29,1
1921,2837,2350880,Yes,43,60,E1,50.94,37.74,-8.75,No,No,Male,Agency,6,BFSI,Bangalore,33,1
3210,4412,2460653,No,2,90,E1,27.74,25.3,-1.9,No,No,Male,Direct,3,BFSI,Chennai,26,1
7426,9603,3355734,Yes,58,30,E1,60.0,60.0,0.0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
1793,2671,2328438,No,2,60,E1,33.33,16.67,-12.5,No,No,Female,Direct,3,ERS,Chennai,24,1
1022,1311,2214522,No,1,75,E2,40.0,53.4,9.57,No,No,Male,Employee Referral,1,INFRA,Chennai,27,1
5904,7725,3226204,Yes,100,90,E1,50.75,33.17,-11.67,No,No,Male,Agency,3,ERS,Bangalore,25,1
2578,3619,2394922,Yes,4,30,E1,96.43,78.57,-9.09,No,No,Female,Direct,3,BFSI,Bangalore,27,1
3130,4315,2452309,No,2,90,E1,10.6,3.69,-6.25,No,No,Male,Agency,3,CSMP,Gurgaon,25,1
2884,4006,2424434,No,2,90,E2,41.43,41.43,0.0,No,No,Male,Direct,6,BFSI,Bangalore,33,1
2957,4099,2436405,No,4,30,E1,75.16,36.94,-21.82,No,No,Male,Direct,3,CSMP,Noida,29,1
4271,5710,2604650,No,6,60,E3,23.38,23.38,0.0,No,No,Female,Agency,10,INFRA,Bangalore,43,1
3997,5376,2578870,Yes,0,60,E1,95.65,95.65,0.0,No,No,Male,Agency,3,ERS,Chennai,24,1
5133,6787,2861395,No,6,60,E1,59.57,32.98,-16.67,No,No,Male,Direct,3,AXON,Bangalore,26,1
5740,7529,3211567,No,8,60,E2,64.29,64.29,0.0,No,No,Male,Direct,6,BFSI,Mumbai,29,1
5104,6749,2856163,Yes,11,30,E1,36.9,36.9,0.0,No,No,Male,Direct,3,AXON,Bangalore,27,1
4995,6609,2839586,Yes,0,90,E1,0.0,4.84,4.84,No,No,Male,Agency,4,ERS,Chennai,27,1
7985,10413,3443580,No,39,30,E1,49.77,45.16,-3.08,No,No,Male,Direct,4,ERS,Chennai,34,1
647,847,2172847,No,43,75,E2,12.5,7.5,-4.44,No,No,Male,Employee Referral,6,ERS,Chennai,30,1
3380,4604,2474153,No,2,30,E1,30.61,23.57,-5.39,No,No,Male,Direct,3,ETS,Chennai,25,1
2142,3094,2364191,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,22,1
3086,4258,2448418,No,1,30,E1,37.1,37.1,0.0,No,No,Female,Direct,4,BFSI,Chennai,25,1
6646,8609,3284472,Yes,3,60,E2,33.33,33.33,0.0,No,No,Male,Direct,6,INFRA,Noida,36,1
1057,1348,2216668,Yes,19,45,E1,87.92,74.5,-7.14,No,No,Male,Direct,3,ERS,Bangalore,28,1
5975,7814,3233957,Yes,43,90,E1,87.5,56.25,-16.67,No,No,Male,Agency,3,ERS,Chennai,26,1
3389,4613,2474402,Yes,18,60,E1,80.72,80.72,0.0,No,No,Male,Direct,3,CSMP,Hyderabad,26,1
5519,7254,3046193,No,5,30,E1,56.25,43.23,-8.33,No,No,Male,Agency,2,ERS,Chennai,24,1
2756,3853,2417041,Yes,8,60,E1,50.0,50.0,0.0,No,No,Male,Agency,3,BFSI,Bangalore,28,1
1878,2783,2347682,No,3,60,E1,53.85,45.05,-5.71,No,No,Female,Direct,4,ERS,Chennai,28,1
4218,5640,2598481,No,2,30,E1,50.0,25.0,-16.67,No,No,Male,Direct,8,ETS,Bangalore,35,1
7720,9999,3385113,No,44,45,E1,35.59,35.59,0.0,No,No,Male,Direct,3,ETS,Chennai,34,1
3892,5237,2565104,Yes,62,60,E2,46.15,43.08,-2.11,No,No,Male,Agency,6,ERS,Noida,32,1
3249,4460,2464166,No,2,30,E1,66.67,41.67,-15.0,No,No,Male,Agency,3,ERS,Bangalore,28,1
3275,4488,2464539,No,7,30,E1,55.56,44.44,-7.14,No,No,Female,Agency,4,ERS,Chennai,28,1
207,263,2930426,Yes,5,45,E1,-25.0,-43.75,-25.0,Yes,No,Male,Direct,2,ERS,Chennai,27,1
1574,2314,2285507,No,12,75,E2,7.53,7.53,0.0,No,No,Male,Direct,6,AXON,Kolkata,31,1
2039,2976,2357093,No,23,90,E2,30.0,5.0,-19.23,No,No,Male,Agency,8,ERS,Bangalore,32,1
2210,3169,2364647,No,3,30,E0,42.86,42.86,0.0,No,No,Female,Direct,0,INFRA,Noida,23,1
7554,9786,3378379,Yes,2,60,E1,25.0,-13.75,-31.0,No,No,Male,Agency,3,ERS,Noida,34,1
7809,10152,3412195,Yes,46,30,E2,51.52,31.31,-13.33,Yes,No,Male,Agency,7,AXON,Noida,34,1
2911,4036,2430750,No,34,30,E1,59.33,59.33,0.0,No,No,Male,Direct,3,BFSI,Chennai,27,1
8198,10741,3481531,No,2,30,E1,32.0,32.0,0.0,No,No,Male,Agency,3,INFRA,Bangalore,34,1
1535,2234,2284443,No,19,60,E2,23.66,7.53,-13.04,No,No,Male,Direct,8,ERS,Bangalore,31,1
4817,6387,2819904,No,0,30,E1,36.36,31.82,-3.33,No,No,Male,Direct,3,BFSI,Bangalore,32,1
6146,8020,3250403,No,4,30,E1,84.21,84.21,0.0,No,No,Male,Agency,3,BFSI,Bangalore,25,1
5702,7478,3204231,No,5,30,E2,13.4,8.25,-4.55,No,No,Male,Direct,7,ERS,Chennai,33,1
1686,2527,2309606,No,5,30,E1,44.44,44.44,0.0,No,No,Male,Direct,4,ETS,Bangalore,31,1
574,752,2160046,Yes,37,60,E2,47.06,37.25,-6.67,No,No,Male,Direct,6,INFRA,Noida,30,1
7438,9619,3355933,Yes,25,30,E1,125.0,125.0,0.0,No,No,Male,Direct,3,ERS,Chennai,34,1
4541,6037,2780385,No,4,45,E1,100.0,82.86,-8.57,No,No,Male,Agency,4,ERS,Chennai,25,1
7604,9849,3380199,No,4,30,E1,50.0,50.0,0.0,No,No,Male,Agency,3,INFRA,Bangalore,34,1
6092,7955,3249812,Yes,83,90,E1,14.29,10.0,-3.75,No,No,Male,Agency,5,ERS,Chennai,30,1
7155,9253,3328323,Yes,71,60,E2,50.38,27.82,-15.0,No,No,Male,Agency,5,AXON,Hyderabad,34,1
6396,8317,3263524,No,4,60,E1,52.17,30.43,-14.29,No,No,Male,Agency,4,BFSI,Bangalore,29,1
1079,1373,2217977,No,29,0,E1,100.0,122.22,11.11,No,No,Female,Employee Referral,1,INFRA,Noida,24,1
3128,4313,2452252,Yes,49,60,E1,25.0,20.83,-3.33,No,No,Male,Agency,4,ERS,Noida,27,1
2716,3804,2416564,Yes,2,30,E1,34.62,44.23,7.14,No,No,Female,Agency,4,BFSI,Bangalore,29,1
3958,5328,2575909,No,12,60,E2,50.0,62.5,8.33,No,No,Male,Agency,6,ERS,Noida,31,1
3454,4696,2479013,No,15,30,E1,65.63,65.63,0.0,No,No,Male,Agency,3,BFSI,Bangalore,25,1
8473,11263,3577122,Yes,7,30,E2,44.44,37.78,-4.62,No,No,Male,Direct,3,INFRA,Mumbai,34,1
6895,8921,3300826,No,0,30,E1,24.44,28.89,3.57,No,No,Male,Agency,3,BFSI,Bangalore,29,1
8139,10648,3470923,Yes,37,0,E1,33.72,33.72,0.0,No,No,Male,Agency,5,BFSI,Chennai,34,1
4827,6403,2820129,Yes,60,30,E1,46.3,73.61,18.67,No,No,Male,Employee Referral,2,ERS,Chennai,25,1
7973,10394,3443041,No,26,60,E1,35.14,33.2,-1.43,No,No,Male,Agency,4,ERS,Chennai,34,1
214,274,3034980,No,0,30,E2,36.36,60.0,17.33,No,No,Male,Direct,6,INFRA,Bangalore,32,1
4083,5478,2590152,Yes,101,90,E1,44.51,15.61,-20.0,No,No,Male,Agency,3,ERS,Bangalore,25,1
4293,5734,2605142,Yes,8,90,E2,15.56,15.56,0.0,No,No,Male,Employee Referral,8,ERS,Chennai,29,1
4146,5550,2593949,Yes,2,90,E1,61.29,77.42,10.0,No,No,Male,Direct,2,ERS,Bangalore,25,1
7232,9352,3337768,No,10,30,E1,44.44,44.44,0.0,No,No,Male,Agency,4,Healthcare,Noida,34,1
1514,2195,2284176,No,57,30,E2,33.03,33.03,0.0,No,No,Male,Employee Referral,8,INFRA,Chennai,34,1
2450,3440,2378084,Yes,7,30,E1,18.18,18.18,0.0,No,No,Male,Agency,2,ERS,Chennai,25,1
2533,3560,2386522,Yes,56,30,E1,20.37,20.37,0.0,No,No,Male,Agency,5,BFSI,Gurgaon,28,1
5724,7509,3211047,Yes,24,30,E2,25.0,25.0,0.0,No,No,Male,Direct,9,INFRA,Chennai,31,1
3661,4949,2538473,Yes,26,60,E1,33.33,33.33,0.0,No,No,Male,Direct,6,ETS,Gurgaon,31,1
4022,5407,2586102,Yes,56,30,E1,33.33,22.22,-8.33,No,No,Male,Direct,4,EAS,Chennai,29,1
8014,10457,3451988,Yes,20,30,E1,42.86,42.86,0.0,No,No,Male,Agency,3,ERS,Chennai,34,1
7244,9367,3338705,No,1,60,E1,73.08,73.08,0.0,No,No,Female,Direct,4,AXON,Noida,34,1
5877,7695,3225747,Yes,24,30,E2,56.25,32.81,-15.0,No,No,Male,Agency,7,ERS,Chennai,32,1
4532,6023,2780148,No,62,60,E2,55.56,44.44,-7.14,No,No,Male,Direct,7,CSMP,Bangalore,33,1
2377,3352,2372432,No,7,45,E1,76.17,59.59,-9.41,No,No,Male,Direct,3,ETS,Chennai,26,1
3615,4894,2534580,No,6,60,E1,66.67,38.89,-16.67,No,No,Male,Employee Referral,4,BFSI,Chennai,29,1
3040,4202,2444086,No,2,60,E1,53.2,53.2,0.0,No,No,Male,Direct,3,BFSI,Bangalore,27,1
6492,8426,3270559,Yes,40,30,E2,85.19,48.15,-20.0,No,No,Female,Agency,5,ERS,Bangalore,26,1
5860,7675,3225596,Yes,75,30,E1,57.14,57.14,0.0,No,No,Female,Employee Referral,3,ERS,Bangalore,29,1
2843,3957,2420413,Yes,110,30,E1,39.53,39.53,0.0,No,No,Male,Direct,3,BFSI,Bangalore,26,1
1514,2195,2284176,No,57,30,E2,33.03,33.03,0.0,No,No,Male,Employee Referral,8,INFRA,Chennai,34,1
4005,5385,2579017,Yes,19,60,E1,45.45,34.91,-7.25,No,No,Male,Direct,5,AXON,Kolkata,34,1
6109,7975,3250007,Yes,1,75,E1,63.64,38.18,-15.56,No,No,Male,Agency,1,ERS,Chennai,25,1
4083,5478,2590152,Yes,101,90,E1,44.51,15.61,-20.0,No,No,Male,Agency,3,ERS,Bangalore,25,1
7438,9619,3355933,Yes,25,30,E1,125.0,125.0,0.0,No,No,Male,Direct,3,ERS,Chennai,34,1
2403,3379,2372586,Yes,4,60,E1,48.94,27.66,-14.29,No,No,Male,Agency,4,BFSI,Bangalore,27,1
4095,5492,2590405,Yes,39,30,E2,29.07,29.07,0.0,No,No,Male,Agency,2,INFRA,Noida,27,1
6339,8241,3258129,No,1,30,E1,7.82,17.25,8.75,No,No,Male,Agency,2,ERS,Chennai,25,1
8423,11171,3537764,No,8,30,E1,73.33,60.0,-7.69,Yes,No,Male,Agency,3,ERS,Pune,34,1
6899,8926,3300925,Yes,22,30,E1,62.5,75.0,7.69,No,No,Male,Direct,5,AXON,Bangalore,31,1
5740,7529,3211567,No,8,60,E2,64.29,64.29,0.0,No,No,Male,Direct,6,BFSI,Mumbai,29,1
2087,3028,2357442,No,4,30,E0,42.86,42.86,0.0,No,No,Male,Direct,0,INFRA,Noida,22,1
3288,4501,2464720,No,1,30,E2,40.0,40.0,0.0,No,No,Male,Agency,4,INFRA,Chennai,26,1
8079,10555,3458529,Yes,4,30,E1,33.33,55.56,16.67,No,No,Male,Agency,3,BFSI,Hyderabad,34,1
3225,4431,2460844,Yes,9,30,E1,23.29,16.44,-5.56,No,No,Male,Direct,4,ETS,Bangalore,28,1
4005,5385,2579017,Yes,19,60,E1,45.45,34.91,-7.25,No,No,Male,Direct,5,AXON,Kolkata,34,1
167,213,2780669,Yes,29,60,E3,33.33,266.67,175.0,No,No,Male,Agency,9,ERS,Noida,32,1
585,765,2161467,Yes,1,60,E1,20.0,-12.0,-26.67,No,No,Female,Direct,4,ERS,Chennai,26,1
5235,6911,2926215,Yes,11,60,E1,33.33,6.67,-20.0,No,No,Male,Agency,2,ERS,Noida,30,1
